time_s,pos_turns,pos_deg,normalized,velocity_turns_s,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors
34.780,0.00708,2.5,0.667,0.038,-1.0000,-1.0000,-1.0033,0.000,40.000,34.7,41.5,18.12,1.619,29.27,-0.23,29.56,0
34.812,0.00811,2.9,0.671,0.022,-1.0000,-1.0000,-1.0016,0.000,40.000,34.7,41.5,18.12,1.644,29.75,-0.16,30.01,0
34.842,0.00832,3.0,0.671,-0.003,-1.0000,-1.0000,-1.0052,0.000,40.000,34.8,41.5,18.13,1.655,29.97,0.03,29.87,0
34.870,0.00826,3.0,0.671,0.005,-1.0000,-1.0000,-1.0011,0.000,40.000,34.8,41.5,18.13,1.646,29.88,0.03,30.03,0
34.899,0.00805,2.9,0.670,-0.013,-1.0000,-1.0000,-0.9927,0.000,40.000,34.8,41.5,18.12,1.651,29.81,0.02,29.84,0
34.929,0.00788,2.8,0.670,0.001,-1.0000,-1.0000,-0.9997,0.000,40.000,34.8,41.5,18.13,1.637,29.71,-0.01,29.70,0
34.959,0.00811,2.9,0.670,0.014,-1.0000,-1.0000,-1.0005,0.000,40.000,34.8,41.5,18.13,1.646,29.92,-0.09,29.84,0
34.990,0.00898,3.2,0.673,0.033,-1.0000,-1.0000,-0.9980,0.000,40.000,34.8,41.5,18.13,1.658,30.06,-0.23,30.26,0
35.019,0.00982,3.5,0.676,0.024,-1.0000,-1.0000,-0.9943,0.000,40.000,34.8,41.5,18.12,1.683,30.51,-0.19,30.75,0
35.048,0.01069,3.8,0.678,0.028,-1.0000,-1.0000,-1.0030,0.000,40.000,34.8,41.5,18.12,1.692,30.73,-0.24,30.78,0
35.072,0.01136,4.1,0.680,0.019,-1.0000,-1.0000,-1.0066,0.000,40.000,34.8,41.5,18.11,1.713,31.13,-0.11,31.28,0
35.098,0.01159,4.2,0.681,0.001,-1.0000,-1.0000,-1.0104,0.000,40.000,34.8,41.5,18.12,1.712,31.05,0.05,31.14,0
35.128,0.01145,4.1,0.681,-0.012,-1.0000,-1.0000,-0.9970,0.000,40.000,34.8,41.5,18.12,1.713,31.06,0.05,31.17,0
35.156,0.01075,3.9,0.678,-0.036,-1.0000,-1.0000,-0.9914,0.000,40.000,34.9,41.5,18.12,1.698,31.09,0.26,30.72,0
35.186,0.00959,3.5,0.675,-0.038,-1.0000,-1.0000,-1.0017,0.000,40.000,34.9,41.5,18.12,1.688,30.42,0.24,30.20,0
35.216,0.00879,3.2,0.673,-0.021,-1.0000,-1.0000,-1.0019,0.000,40.000,34.9,41.5,18.12,1.669,30.23,0.09,30.05,0
35.246,0.00873,3.1,0.672,0.005,-1.0000,-1.0000,-0.9990,0.000,40.000,34.9,41.5,18.12,1.655,29.96,-0.10,30.07,0
35.275,0.00962,3.5,0.675,0.043,-1.0000,-1.0000,-1.0075,0.000,40.000,34.9,41.5,18.12,1.671,30.34,-0.27,30.73,0
35.305,0.01107,4.0,0.679,0.047,-1.0000,-1.0000,-0.9939,0.000,40.000,34.9,41.5,18.11,1.704,30.82,-0.26,31.03,0
35.336,0.01215,4.4,0.683,0.021,-1.0000,-1.0000,-0.9925,0.000,40.000,34.9,41.5,18.11,1.726,31.24,-0.18,31.43,0
35.365,0.01284,4.6,0.685,0.031,-1.0000,-1.0000,-0.9989,0.000,40.000,34.9,41.6,18.11,1.743,31.44,-0.21,31.58,0
35.398,0.01362,4.9,0.687,0.011,-1.0000,-1.0000,-0.9955,0.000,40.000,34.9,41.6,18.11,1.756,31.62,-0.05,31.78,0
35.430,0.01373,4.9,0.687,-0.002,-1.0000,-1.0000,-1.0004,0.000,40.000,35.0,41.6,18.11,1.750,31.84,0.02,31.81,0
35.460,0.01333,4.8,0.686,-0.031,-1.0000,-1.0000,-0.9981,0.000,40.000,35.0,41.6,18.11,1.757,31.81,0.17,31.55,0
35.490,0.01210,4.4,0.682,-0.046,-1.0000,-1.0000,-0.9992,0.000,40.000,35.0,41.6,18.11,1.732,31.39,0.23,31.16,0
35.520,0.01117,4.0,0.680,-0.024,-1.0000,-1.0000,-1.0031,0.000,40.000,35.0,41.6,18.11,1.726,31.13,0.09,30.96,0
35.548,0.01092,3.9,0.679,0.011,-1.0000,-1.0000,-1.0022,0.000,40.000,35.0,41.6,18.11,1.704,31.11,-0.07,30.91,0
35.579,0.01148,4.1,0.681,0.021,-1.0000,-1.0000,-0.9958,0.000,40.000,35.0,41.6,18.12,1.714,31.02,-0.10,31.18,0
35.612,0.01166,4.2,0.681,-0.007,-1.0000,-1.0000,-0.9958,0.000,40.000,35.0,41.6,18.11,1.722,31.24,0.08,30.92,0
35.642,0.01078,3.9,0.679,-0.063,-1.0000,-1.0000,-0.9983,0.000,40.000,35.0,41.6,18.11,1.701,30.93,0.37,30.58,0
35.672,0.00799,2.9,0.670,-0.134,-1.0000,-1.0000,-1.0109,0.000,40.000,35.0,41.6,18.12,1.666,30.11,0.84,29.16,0
35.698,0.00397,1.4,0.658,-0.172,-1.0000,-1.0000,-1.0117,0.000,40.000,35.1,41.6,18.13,1.576,28.48,1.04,27.44,0
35.728,-0.00080,-0.3,0.644,-0.147,-1.0000,-1.0000,-0.9983,0.000,40.000,35.1,41.6,18.14,1.482,26.68,0.94,25.77,0
35.757,-0.00426,-1.5,0.633,-0.094,-1.0000,-1.0000,-1.0006,0.000,40.000,35.1,41.6,18.14,1.461,26.59,0.49,26.05,0
35.781,-0.00581,-2.1,0.629,-0.034,-1.0000,-1.0000,-1.0029,0.000,40.000,35.1,41.6,18.14,1.459,26.59,0.32,26.34,0
35.811,-0.00650,-2.3,0.627,-0.009,-1.0000,-1.0000,-0.9938,0.000,40.000,35.1,41.6,18.14,1.452,26.39,0.01,26.45,0
35.840,-0.00610,-2.2,0.628,0.027,-1.0000,-1.0000,-1.0023,0.000,40.000,35.1,41.6,18.16,1.446,26.26,-0.24,26.44,0
35.865,-0.00529,-1.9,0.630,0.027,-1.0000,-1.0000,-0.9977,0.000,40.000,35.1,41.6,18.15,1.445,26.11,-0.19,26.49,0
35.894,-0.00482,-1.7,0.632,0.002,-1.0000,-1.0000,-0.9931,0.000,40.000,35.1,41.6,18.15,1.455,26.26,-0.00,26.08,0
35.924,-0.00503,-1.8,0.631,-0.011,-1.0000,-1.0000,-1.0019,0.000,40.000,35.1,41.7,18.14,1.452,26.42,0.10,26.28,0
35.955,-0.00567,-2.0,0.629,-0.022,-1.0000,-1.0000,-1.0019,0.000,40.000,35.1,41.7,18.15,1.453,26.51,0.21,26.18,0
35.981,-0.00630,-2.3,0.627,-0.026,-1.0000,-1.0000,-1.0010,0.000,40.000,35.2,41.7,18.15,1.458,26.47,0.13,26.28,0
36.012,-0.00659,-2.4,0.626,-0.003,-1.0000,-1.0000,-0.9955,0.000,40.000,35.2,41.7,18.15,1.456,26.35,0.01,26.34,0
36.043,-0.00653,-2.4,0.627,0.007,-1.0000,-1.0000,-0.9961,0.000,40.000,35.2,41.7,18.15,1.446,26.67,0.02,26.58,0
36.073,-0.00628,-2.3,0.627,0.007,-1.0000,-1.0000,-1.0013,0.000,40.000,35.2,41.7,18.14,1.447,26.30,-0.09,26.47,0
36.101,-0.00567,-2.0,0.629,0.025,-1.0000,-1.0000,-0.9936,0.000,40.000,35.2,41.7,18.15,1.447,26.40,-0.13,26.41,0
36.131,-0.00519,-1.9,0.631,0.003,-1.0000,-1.0000,-0.9943,0.000,40.000,35.2,41.7,18.15,1.448,26.36,-0.06,26.46,0
36.161,-0.00510,-1.8,0.631,-0.003,-1.0000,-1.0000,-0.9911,0.000,40.000,35.2,41.7,18.14,1.456,26.23,0.05,26.14,0
36.193,-0.00531,-1.9,0.630,-0.016,-1.0000,-1.0000,-1.0044,0.000,40.000,35.2,41.7,18.15,1.453,26.45,0.11,26.29,0
36.225,-0.00636,-2.3,0.627,-0.044,-1.0000,-1.0000,-0.9972,0.000,40.000,35.2,41.7,18.15,1.458,26.64,0.29,26.20,0
36.255,-0.00796,-2.9,0.622,-0.053,-1.0000,-1.0000,-0.9968,0.000,40.000,35.3,41.7,18.15,1.470,26.78,0.34,26.36,0
36.281,-0.00941,-3.4,0.618,-0.056,-1.0000,-1.0000,-0.9955,0.000,40.000,35.3,41.7,18.14,1.478,26.65,0.34,26.45,0
36.313,-0.01094,-3.9,0.613,-0.046,-1.0000,-1.0000,-1.0046,0.000,40.000,35.3,41.7,18.15,1.487,26.84,0.26,26.59,0
36.345,-0.01215,-4.4,0.610,-0.027,-1.0000,-1.0000,-1.0000,0.000,40.000,35.3,41.7,18.14,1.485,26.87,0.15,26.72,0
36.376,-0.01275,-4.6,0.608,-0.013,-1.0000,-1.0000,-0.9923,0.000,40.000,35.3,41.7,18.14,1.485,26.84,0.12,26.85,0
36.408,-0.01312,-4.7,0.607,-0.013,-1.0000,-1.0000,-1.0022,0.000,40.000,35.3,41.7,18.15,1.481,27.09,0.01,26.89,0
36.439,-0.01331,-4.8,0.606,-0.016,-1.0000,-1.0000,-0.9992,0.000,40.000,35.3,41.7,18.14,1.492,26.90,0.10,26.70,0
36.465,-0.01384,-5.0,0.605,-0.029,-1.0000,-1.0000,-1.0030,0.000,40.000,35.3,41.7,18.15,1.492,27.08,0.20,27.02,0
36.494,-0.01518,-5.5,0.601,-0.058,-1.0000,-1.0000,-0.9990,0.000,40.000,35.3,41.7,18.14,1.499,27.25,0.34,26.90,0
36.525,-0.01714,-6.2,0.595,-0.065,-1.0000,-1.0000,-1.0009,0.000,40.000,35.4,41.7,18.14,1.526,27.50,0.45,27.15,0
36.556,-0.01925,-6.9,0.588,-0.075,-1.0000,-1.0000,-0.9972,0.000,40.000,35.4,41.8,18.14,1.534,27.73,0.46,27.38,0
36.587,-0.02099,-7.6,0.583,-0.043,-1.0000,-1.0000,-1.0042,0.000,40.000,35.4,41.8,18.13,1.538,27.81,0.24,27.57,0
36.618,-0.02161,-7.8,0.581,-0.001,-1.0000,-1.0000,-0.9992,0.000,40.000,35.4,41.8,18.13,1.545,27.92,0.01,27.87,0
36.648,-0.02161,-7.8,0.581,0.010,-1.0000,-1.0000,-1.0013,0.000,40.000,35.4,41.8,18.13,1.526,27.70,-0.14,27.98,0
36.678,-0.02097,-7.6,0.583,0.011,-1.0000,-1.0000,-0.9955,0.000,40.000,35.4,41.8,18.14,1.531,27.67,-0.15,27.83,0
36.705,-0.02056,-7.4,0.584,0.013,-1.0000,-1.0000,-1.0048,0.000,40.000,35.4,41.8,18.14,1.535,27.71,-0.11,27.84,0
36.732,-0.02040,-7.3,0.585,0.011,-1.0000,-1.0000,-1.0003,0.000,40.000,35.4,41.8,18.14,1.524,27.77,-0.05,27.78,0
36.763,-0.02038,-7.3,0.585,-0.002,-1.0000,-1.0000,-1.0010,0.000,40.000,35.5,41.8,18.14,1.533,27.74,0.01,27.71,0
36.793,-0.02032,-7.3,0.585,-0.000,-1.0000,-1.0000,-1.0028,0.000,40.000,35.5,41.8,18.14,1.531,27.67,-0.00,27.65,0
36.821,-0.02039,-7.3,0.585,-0.003,-1.0000,-1.0000,-1.0042,0.000,40.000,35.5,41.8,18.13,1.529,27.64,-0.00,27.65,0
36.851,-0.02033,-7.3,0.585,-0.006,-1.0000,-1.0000,-1.0006,0.000,40.000,35.5,41.8,18.13,1.529,27.62,-0.02,27.68,0
36.880,-0.02032,-7.3,0.585,-0.001,-1.0000,-1.0000,-1.0037,0.000,40.000,35.5,41.8,18.14,1.528,27.68,-0.03,27.75,0
36.912,-0.02025,-7.3,0.585,0.001,-1.0000,-1.0000,-0.9966,0.000,40.000,35.5,41.8,18.14,1.527,27.76,0.01,27.73,0
36.939,-0.02020,-7.3,0.586,0.001,-1.0000,-1.0000,-1.0032,0.000,40.000,35.5,41.8,18.14,1.526,27.73,0.01,27.67,0
36.971,-0.02018,-7.3,0.586,-0.002,-1.0000,-1.0000,-1.0020,0.000,40.000,35.5,41.8,18.15,1.530,27.77,0.03,27.74,0
36.998,-0.02009,-7.2,0.586,0.014,-1.0000,-1.0000,-1.0055,0.000,40.000,35.6,41.8,18.14,1.531,27.72,-0.03,27.76,0
37.030,-0.02053,-7.4,0.585,-0.027,-1.0000,-1.0000,-0.9980,0.000,40.000,35.6,41.8,18.13,1.539,27.94,0.17,27.68,0
37.060,-0.02162,-7.8,0.581,-0.027,-1.0000,-1.0000,-0.9949,0.000,40.000,35.6,41.8,18.13,1.540,28.02,0.25,27.69,0
37.089,-0.02269,-8.2,0.578,-0.034,-1.0000,-1.0000,-1.0026,0.000,40.000,35.6,41.8,18.14,1.554,28.13,0.13,28.02,0
37.120,-0.02332,-8.4,0.576,-0.014,-1.0000,-1.0000,-1.0079,0.000,40.000,35.6,41.8,18.13,1.552,28.29,0.09,28.05,0
37.149,-0.02360,-8.5,0.575,-0.005,-1.0000,-1.0000,-0.9983,0.000,40.000,35.6,41.9,18.13,1.547,28.26,0.01,28.09,0
37.181,-0.02381,-8.6,0.575,-0.004,-1.0000,-1.0000,-0.9920,0.000,40.000,35.6,41.9,18.13,1.556,28.26,0.04,28.10,0
37.214,-0.02381,-8.6,0.575,0.005,-1.0000,-1.0000,-1.0027,0.000,40.000,35.6,41.9,18.13,1.552,28.12,-0.01,28.20,0
37.247,-0.02383,-8.6,0.575,-0.023,-1.0000,-1.0000,-1.0017,0.000,40.000,35.7,41.9,18.13,1.550,28.15,0.17,28.14,0
37.276,-0.02500,-9.0,0.571,-0.057,-1.0000,-1.0000,-0.9988,0.000,40.000,35.7,41.9,18.13,1.581,28.90,0.37,28.48,0
37.306,-0.02719,-9.8,0.565,-0.093,-1.0000,-1.0000,-0.9937,0.000,40.000,35.7,41.9,18.12,1.663,30.08,0.61,29.71,0
37.338,-0.03109,-11.2,0.553,-0.169,-1.0000,-1.0000,-0.9972,0.000,40.000,35.7,41.9,18.11,1.758,32.11,1.10,31.04,0
37.367,-0.03820,-13.8,0.532,-0.298,-1.0000,-1.0000,-1.0051,0.000,40.000,35.7,41.9,18.11,1.871,33.91,1.92,32.10,0
37.395,-0.04718,-17.0,0.505,-0.354,-1.0000,-1.0000,-1.0060,0.000,40.000,35.7,41.9,18.09,1.835,33.32,2.04,31.00,0
37.426,-0.05725,-20.6,0.474,-0.319,-1.0000,-1.0000,-0.9996,0.000,40.000,35.7,41.9,18.10,1.797,32.40,2.07,30.20,0
37.458,-0.06768,-24.4,0.443,-0.352,-1.0000,-1.0000,-0.9957,0.000,40.000,35.7,41.9,18.12,1.591,28.66,2.07,26.46,0
37.488,-0.07497,-27.0,0.421,-0.200,-1.0000,-1.0000,-1.0006,0.000,40.000,35.7,41.9,18.13,1.496,27.12,1.24,25.72,0
37.518,-0.07908,-28.5,0.409,-0.101,-1.0000,-1.0000,-0.9888,0.000,40.000,35.8,41.9,18.14,1.496,26.91,0.55,26.49,0
37.548,-0.08234,-29.6,0.399,-0.152,-1.0000,-1.0000,-0.9921,0.000,40.000,35.8,41.9,18.14,1.522,27.53,1.02,26.52,0
37.579,-0.08858,-31.9,0.380,-0.271,-1.0000,-1.0000,-0.9979,0.000,40.000,35.8,41.9,18.13,1.593,28.95,1.99,27.05,0
37.612,-0.10160,-36.6,0.341,-0.431,-1.0000,-1.0000,-0.9949,0.000,40.000,35.8,41.9,18.11,1.854,33.73,2.80,31.19,0
37.645,-0.12078,-43.5,0.284,-0.676,-1.0000,-1.0000,-0.9976,0.000,40.000,35.8,41.9,18.09,1.909,34.56,4.37,30.52,0
37.672,-0.13848,-49.9,0.231,-0.572,-1.0000,-1.0000,-1.0104,0.000,40.000,35.8,42.0,18.11,1.647,29.59,3.67,25.84,0
37.699,-0.15197,-54.7,0.190,-0.411,-1.0000,-1.0000,-0.9974,0.000,40.000,35.8,42.0,18.12,1.531,27.67,2.49,25.24,0
37.730,-0.16223,-58.4,0.159,-0.253,-1.0000,-1.0000,-1.0001,0.000,40.000,35.8,42.0,18.13,1.579,28.31,1.42,26.97,0
37.761,-0.16655,-60.0,0.147,-0.083,-1.0000,-1.0000,-0.9957,0.000,40.000,35.8,42.0,18.13,1.561,28.46,0.45,27.79,0
37.793,-0.16810,-60.5,0.142,-0.039,-1.0000,-1.0000,-0.9952,0.000,40.000,35.9,42.0,18.12,1.596,29.04,0.34,28.69,0
37.825,-0.17093,-61.5,0.133,-0.153,-1.0000,-1.0000,-0.9962,0.000,40.000,35.9,42.0,18.11,1.702,30.85,1.03,29.88,0
37.857,-0.17846,-64.2,0.111,-0.313,-1.0000,-1.0000,-1.0006,0.000,40.000,35.9,42.0,18.11,1.855,33.89,2.00,31.96,0
37.882,-0.18810,-67.7,0.082,-0.423,-1.0000,-1.0000,-1.0052,0.000,40.000,35.9,42.0,18.10,1.886,33.96,2.76,31.09,0
37.912,-0.20252,-72.9,0.039,-0.498,-1.0000,-1.0000,-1.0087,0.000,40.000,35.9,42.0,18.11,1.792,32.31,3.22,28.93,0
37.944,-0.21875,-78.8,0.000,-0.482,-0.9000,0.0000,-0.8907,0.000,40.000,35.9,42.0,18.15,1.175,22.45,2.19,21.06,0
37.976,-0.22955,-82.6,0.000,-0.250,-0.8000,0.0000,-0.7977,0.000,40.000,35.9,42.0,18.17,0.995,19.18,0.77,18.90,0
38.007,-0.23257,-83.7,0.000,0.054,-0.7000,0.0000,-0.6942,0.000,40.000,35.9,42.0,18.20,0.770,14.74,-0.54,15.94,0
38.038,-0.22822,-82.2,0.000,0.178,-0.6000,0.0000,-0.5780,0.000,40.000,35.9,42.0,18.21,0.582,10.93,-0.90,12.23,0
38.067,-0.22019,-79.3,0.000,0.322,-0.5000,0.0000,-0.4953,0.000,40.000,35.9,42.0,18.24,0.401,7.70,-1.16,9.30,0
38.097,-0.21189,-76.3,0.011,0.109,-0.6000,-1.0000,-0.6107,0.000,40.000,36.0,42.0,18.22,0.734,12.61,-0.18,12.43,0
38.128,-0.21287,-76.6,0.008,-0.114,-0.7000,-1.0000,-0.7141,0.000,40.000,36.0,42.0,18.21,0.916,15.98,0.91,14.80,0
38.155,-0.21793,-78.5,0.000,-0.195,-0.6000,0.0000,-0.5892,0.000,40.000,36.0,42.0,18.22,0.580,11.54,0.46,11.41,0
38.186,-0.22107,-79.6,0.000,-0.046,-0.5000,0.0000,-0.4926,0.000,40.000,36.0,42.0,18.23,0.429,8.58,-0.07,8.90,0
38.215,-0.22015,-79.3,0.000,0.056,-0.4000,0.0000,-0.3937,0.000,40.000,36.0,42.1,18.24,0.300,6.16,-0.32,6.57,0
38.247,-0.21814,-78.5,0.000,0.049,-0.3000,0.0000,-0.2938,0.000,40.000,36.0,42.1,18.26,0.192,3.57,-0.16,4.09,0
38.276,-0.21628,-77.9,0.000,0.052,-0.2000,0.0000,-0.1785,0.000,40.000,36.0,42.1,18.26,0.103,1.93,-0.12,2.23,0
38.306,-0.21382,-77.0,0.005,0.081,-0.3000,-1.0000,-0.3081,0.000,40.000,36.0,42.1,18.26,0.271,4.52,-0.05,4.28,0
38.331,-0.21301,-76.7,0.007,0.007,-0.4000,-1.0000,-0.4098,0.000,40.000,36.0,42.1,18.25,0.408,6.92,0.07,6.58,0
38.362,-0.21338,-76.8,0.006,-0.007,-0.5000,-1.0000,-0.5018,0.000,40.000,36.0,42.1,18.25,0.505,9.03,0.11,8.75,0
38.394,-0.21414,-77.1,0.004,-0.019,-0.6000,-1.0000,-0.6093,0.000,40.000,36.0,42.1,18.23,0.686,12.06,0.33,11.50,0
38.422,-0.21501,-77.4,0.001,-0.024,-0.7000,-1.0000,-0.7143,0.000,40.000,36.1,42.1,18.22,0.906,15.70,0.44,14.91,0
38.448,-0.21616,-77.8,0.000,-0.040,-0.6000,0.0000,-0.5756,0.000,40.000,36.1,42.1,18.24,0.568,10.99,-0.09,11.32,0
38.478,-0.21564,-77.6,0.000,0.043,-0.5000,0.0000,-0.4799,0.000,40.000,36.1,42.1,18.24,0.412,7.87,-0.33,8.69,0
38.506,-0.21344,-76.8,0.006,0.084,-0.6000,-1.0000,-0.6087,0.000,40.000,36.1,42.1,18.23,0.708,12.45,-0.07,11.98,0
38.536,-0.21289,-76.6,0.008,-0.011,-0.7000,-1.0000,-0.7131,0.000,40.000,36.1,42.1,18.21,0.926,15.97,0.39,15.23,0
38.566,-0.21631,-77.9,0.000,-0.170,-0.6000,0.0000,-0.5836,0.000,40.000,36.1,42.1,18.23,0.576,11.17,0.36,11.26,0
38.597,-0.22055,-79.4,0.000,-0.119,-0.5000,0.0000,-0.4942,0.000,40.000,36.1,42.1,18.24,0.441,8.69,0.14,8.99,0
38.629,-0.22211,-80.0,0.000,0.000,-0.4000,0.0000,-0.4025,0.000,40.000,36.1,42.1,18.25,0.351,6.61,-0.09,6.70,0
38.661,-0.22094,-79.5,0.000,0.032,-0.3000,0.0000,-0.2908,0.000,40.000,36.1,42.1,18.26,0.194,3.78,-0.15,4.29,0
38.691,-0.21954,-79.0,0.000,0.031,-0.2000,0.0000,-0.1918,0.000,40.000,36.1,42.1,18.27,0.104,2.10,-0.10,2.44,0
38.721,-0.21817,-78.5,0.000,0.012,-0.1000,0.0000,-0.0888,0.000,40.000,36.1,42.1,18.26,0.042,0.79,-0.03,0.92,0
38.748,-0.21794,-78.5,0.000,-0.011,-0.0000,0.0000,-0.0188,0.000,40.000,36.1,42.1,18.27,0.006,0.06,-0.00,0.09,0
38.780,-0.21788,-78.4,0.000,0.000,0.0000,0.0000,-0.0021,0.000,40.000,36.2,42.1,18.28,-0.000,0.00,0.00,0.00,0
38.812,-0.21826,-78.6,0.000,0.001,0.0000,0.0000,0.0030,0.000,40.000,36.2,42.1,18.29,-0.000,0.00,-0.00,0.00,0
38.845,-0.21814,-78.5,0.000,0.005,0.0000,0.0000,0.0021,0.000,40.000,36.2,42.1,18.28,-0.000,0.00,-0.00,-0.00,0
38.875,-0.21820,-78.6,0.000,-0.008,0.0000,0.0000,-0.0001,0.000,40.000,36.2,42.1,18.28,-0.000,0.00,-0.00,0.00,0
38.899,-0.21797,-78.5,0.000,0.016,0.0000,0.0000,0.0014,0.000,40.000,36.2,42.1,18.28,-0.000,-0.00,-0.00,-0.00,0
38.927,-0.21765,-78.4,0.000,0.006,0.0000,0.0000,-0.0030,0.000,40.000,36.2,42.1,18.27,0.000,0.00,0.00,0.00,0
38.956,-0.21747,-78.3,0.000,0.002,0.0000,0.0000,0.0034,0.000,40.000,36.2,42.1,18.28,-0.000,-0.00,0.00,-0.00,0
38.988,-0.21720,-78.2,0.000,0.015,0.0000,0.0000,-0.0023,0.000,40.000,36.2,42.1,18.29,0.000,0.00,-0.00,-0.00,0
39.020,-0.21678,-78.0,0.000,0.017,0.0000,0.0000,-0.0050,0.000,40.000,36.2,42.1,18.29,0.000,0.00,0.00,-0.00,0
39.048,-0.21630,-77.9,0.000,0.008,0.0000,0.0000,-0.0015,0.000,40.000,36.2,42.1,18.28,0.000,-0.00,-0.00,-0.00,0
39.078,-0.21613,-77.8,0.000,0.000,0.0000,0.0000,-0.0019,0.000,40.000,36.2,42.1,18.27,-0.000,-0.00,0.00,-0.00,0
39.108,-0.21619,-77.8,0.000,-0.002,0.0000,0.0000,-0.0024,0.000,40.000,36.2,42.1,18.28,0.000,-0.00,-0.00,-0.00,0
39.138,-0.21649,-77.9,0.000,-0.014,0.0000,0.0000,0.0070,0.000,40.000,36.2,42.1,18.28,-0.000,0.00,0.00,-0.00,0
39.169,-0.21684,-78.1,0.000,-0.003,0.0000,0.0000,-0.0003,0.000,40.000,36.2,42.1,18.28,-0.000,0.00,-0.00,0.00,0
39.199,-0.21680,-78.0,0.000,0.002,0.0000,0.0000,0.0030,0.000,40.000,36.3,42.1,18.28,0.000,-0.00,-0.00,0.00,0
39.231,-0.21693,-78.1,0.000,-0.022,0.0000,0.0000,0.0019,0.000,40.000,36.3,42.1,18.28,0.000,0.00,0.00,-0.00,0
39.263,-0.21780,-78.4,0.000,-0.031,0.0000,0.0000,-0.0027,0.000,40.000,36.3,42.1,18.28,-0.000,0.00,-0.00,-0.00,0
39.293,-0.21857,-78.7,0.000,-0.015,0.0000,0.0000,-0.0067,0.000,40.000,36.3,42.1,18.28,0.000,-0.00,-0.00,0.00,0
39.324,-0.21893,-78.8,0.000,-0.010,0.0000,0.0000,0.0027,0.000,40.000,36.3,42.1,18.27,0.000,0.00,-0.00,-0.01,0
39.355,-0.21942,-79.0,0.000,-0.023,0.0000,0.0000,-0.0063,0.000,40.000,36.3,42.1,18.28,0.000,0.00,0.00,0.00,0
39.381,-0.21998,-79.2,0.000,-0.021,0.0000,0.0000,-0.0020,0.000,40.000,36.3,42.1,18.28,-0.000,-0.00,0.00,0.00,0
39.413,-0.22039,-79.3,0.000,-0.008,0.0000,0.0000,0.0016,0.000,40.000,36.3,42.1,18.28,-0.000,-0.00,-0.00,0.00,0
39.445,-0.22033,-79.3,0.000,0.005,0.0000,0.0000,0.0014,0.000,40.000,36.3,42.1,18.28,-0.000,-0.00,-0.00,0.00,0
39.474,-0.22010,-79.2,0.000,0.005,0.0000,0.0000,-0.0033,0.000,40.000,36.3,42.0,18.28,0.000,0.00,-0.00,0.00,0
39.504,-0.22005,-79.2,0.000,-0.001,0.0000,0.0000,0.0018,0.000,40.000,36.3,42.0,18.28,-0.000,-0.00,0.00,0.00,0
39.534,-0.22010,-79.2,0.000,-0.001,0.0000,0.0000,0.0040,0.000,40.000,36.3,42.0,18.28,0.000,0.00,0.00,-0.00,0
39.565,-0.22011,-79.2,0.000,-0.002,0.0000,0.0000,-0.0016,0.000,40.000,36.3,42.0,18.28,-0.000,-0.00,-0.00,0.00,0
39.593,-0.22009,-79.2,0.000,-0.000,0.0000,0.0000,0.0033,0.000,40.000,36.3,42.0,18.28,0.000,0.00,-0.00,0.00,0
39.625,-0.22009,-79.2,0.000,-0.001,0.0000,0.0000,-0.0002,0.000,40.000,36.3,42.0,18.28,0.000,0.00,0.00,0.00,0
39.654,-0.22006,-79.2,0.000,0.009,0.0000,0.0000,-0.0042,0.000,40.000,36.4,42.0,18.28,-0.000,0.00,-0.00,-0.00,0
39.682,-0.22003,-79.2,0.000,-0.001,0.0000,0.0000,0.0036,0.000,40.000,36.4,42.0,18.28,0.000,-0.00,-0.00,-0.00,0
39.712,-0.22004,-79.2,0.000,-0.005,0.0000,0.0000,0.0044,0.000,40.000,36.4,42.0,18.28,-0.000,-0.00,0.00,0.00,0
39.742,-0.22010,-79.2,0.000,-0.002,0.0000,0.0000,-0.0027,0.000,40.000,36.4,42.0,18.28,0.000,-0.00,0.00,-0.00,0
39.772,-0.22006,-79.2,0.000,-0.006,0.0000,0.0000,0.0037,0.000,40.000,36.4,42.0,18.28,0.000,-0.00,-0.00,-0.00,0
39.804,-0.22003,-79.2,0.000,0.003,0.0000,0.0000,-0.0075,0.000,40.000,36.4,42.0,18.28,0.000,-0.00,0.00,0.00,0
39.832,-0.21979,-79.1,0.000,0.012,0.0000,0.0000,-0.0017,0.000,40.000,36.4,42.0,18.28,0.000,0.00,-0.00,0.00,0
39.865,-0.21905,-78.9,0.000,0.020,0.0000,0.0000,-0.0010,0.000,40.000,36.4,42.0,18.28,0.000,-0.00,-0.00,0.00,0
39.894,-0.21808,-78.5,0.000,0.032,0.0000,0.0000,-0.0028,0.000,40.000,36.4,42.0,18.27,0.000,-0.00,0.00,-0.00,0
39.926,-0.21716,-78.2,0.000,0.029,0.0000,0.0000,-0.0008,0.000,40.000,36.4,42.0,18.28,-0.000,-0.00,-0.00,0.00,0
39.955,-0.21655,-78.0,0.000,0.016,0.0000,0.0000,-0.0006,0.000,40.000,36.4,42.0,18.27,-0.000,-0.00,0.00,-0.00,0
